the date,the time,TDS,Flow,Pressure
4/9/2026, 3:14:42 PM,1600.00,14.00,2.00,0
4/9/2026, 3:14:47 PM,498.00,14.00,2.00,0
4/9/2026, 3:14:47 PM,498.00,13.00,2.00,0
4/9/2026, 3:14:47 PM,498.00,13.00,2.00,0
4/9/2026, 3:14:52 PM,435.00,13.00,2.00,0
4/9/2026, 3:14:52 PM,435.00,10.00,2.00,0
4/9/2026, 3:14:52 PM,435.00,10.00,2.00,0
4/9/2026, 3:14:57 PM,417.00,10.00,2.00,0
4/9/2026, 3:14:57 PM,417.00,13.00,2.00,0
4/9/2026, 3:14:57 PM,417.00,13.00,3.00,0
4/9/2026, 3:15:01 PM,400.00,13.00,3.00,0
4/9/2026, 3:15:01 PM,400.00,0.05,3.00,0
4/9/2026, 3:15:01 PM,400.00,0.05,0.20,0
4/9/2026, 3:15:06 PM,1600.00,0.05,0.20,0
4/9/2026, 3:15:06 PM,1600.00,12.00,0.20,0
4/9/2026, 3:15:06 PM,1600.00,12.00,2.00,0
4/9/2026, 3:15:11 PM,457.00,12.00,2.00,0
4/9/2026, 3:15:12 PM,457.00,12.00,2.00,0
4/9/2026, 3:15:12 PM,457.00,12.00,2.00,0
4/9/2026, 3:15:16 PM,416.00,12.00,2.00,0
4/9/2026, 3:15:16 PM,416.00,10.00,2.00,0
4/9/2026, 3:15:16 PM,416.00,10.00,3.00,0
4/9/2026, 3:15:21 PM,468.00,10.00,3.00,0
4/9/2026, 3:15:21 PM,468.00,14.00,3.00,0
4/9/2026, 3:15:21 PM,468.00,14.00,2.00,0
4/9/2026, 3:15:27 PM,443.00,14.00,2.00,0
4/9/2026, 3:15:27 PM,443.00,10.00,2.00,0
4/9/2026, 3:15:27 PM,443.00,10.00,2.00,0
4/9/2026, 3:15:31 PM,1600.00,10.00,2.00,0
4/9/2026, 3:15:31 PM,1600.00,13.00,2.00,0
4/9/2026, 3:15:31 PM,1600.00,13.00,2.00,0
4/9/2026, 3:15:37 PM,412.00,13.00,2.00,0
4/9/2026, 3:15:37 PM,412.00,10.00,2.00,0
4/9/2026, 3:15:37 PM,412.00,10.00,2.00,0
4/9/2026, 3:15:41 PM,460.00,10.00,2.00,0
4/9/2026, 3:15:42 PM,460.00,0.05,2.00,0
4/9/2026, 3:15:42 PM,460.00,0.05,0.20,0
4/9/2026, 3:15:47 PM,467.00,0.05,0.20,0
4/9/2026, 3:15:47 PM,467.00,14.00,0.20,0
4/9/2026, 3:15:47 PM,467.00,14.00,3.00,0
4/9/2026, 3:15:52 PM,472.00,14.00,3.00,0
4/9/2026, 3:15:52 PM,472.00,10.00,3.00,0
4/9/2026, 3:15:52 PM,472.00,10.00,3.00,0
4/9/2026, 3:15:56 PM,1600.00,10.00,3.00,0
4/9/2026, 3:15:56 PM,1600.00,12.00,3.00,0
4/9/2026, 3:15:56 PM,1600.00,12.00,2.00,0
4/9/2026, 3:16:01 PM,475.00,12.00,2.00,0
4/9/2026, 3:16:01 PM,475.00,13.00,2.00,0
4/9/2026, 3:16:01 PM,475.00,13.00,2.00,0
4/9/2026, 3:16:06 PM,440.00,13.00,2.00,0
4/9/2026, 3:16:06 PM,440.00,10.00,2.00,0
4/9/2026, 3:16:06 PM,440.00,10.00,2.00,0
4/9/2026, 3:16:11 PM,467.00,10.00,2.00,0
4/9/2026, 3:16:11 PM,467.00,11.00,2.00,0
4/9/2026, 3:16:11 PM,467.00,11.00,2.00,0
4/9/2026, 3:16:16 PM,410.00,11.00,2.00,0
4/9/2026, 3:16:17 PM,410.00,13.00,2.00,0
4/9/2026, 3:16:17 PM,410.00,13.00,3.00,0
4/9/2026, 3:16:22 PM,1600.00,13.00,3.00,0
4/9/2026, 3:16:22 PM,1600.00,0.05,3.00,0
4/9/2026, 3:16:22 PM,1600.00,0.05,0.20,0
4/9/2026, 3:16:27 PM,404.00,0.05,0.20,0
4/9/2026, 3:16:27 PM,404.00,14.00,0.20,0
4/9/2026, 3:16:27 PM,404.00,14.00,3.00,0
4/9/2026, 3:16:32 PM,416.00,14.00,3.00,0
4/9/2026, 3:16:32 PM,416.00,10.00,3.00,0
4/9/2026, 3:16:32 PM,416.00,10.00,2.00,0
4/9/2026, 3:16:37 PM,481.00,10.00,2.00,0
4/9/2026, 3:16:37 PM,481.00,10.00,2.00,0
4/9/2026, 3:16:37 PM,481.00,10.00,2.00,0
4/9/2026, 3:16:42 PM,455.00,10.00,2.00,0
4/9/2026, 3:16:42 PM,455.00,12.00,2.00,0
4/9/2026, 3:16:42 PM,455.00,12.00,2.00,0
4/9/2026, 3:16:46 PM,1600.00,12.00,2.00,0
4/9/2026, 3:16:47 PM,1600.00,10.00,2.00,0
4/9/2026, 3:16:47 PM,1600.00,10.00,3.00,0
4/9/2026, 3:16:51 PM,410.00,10.00,3.00,0
4/9/2026, 3:16:51 PM,410.00,12.00,3.00,0
4/9/2026, 3:16:51 PM,410.00,12.00,2.00,0
4/9/2026, 3:16:57 PM,467.00,12.00,2.00,0
4/9/2026, 3:16:57 PM,467.00,12.00,2.00,0
4/9/2026, 3:16:57 PM,467.00,12.00,3.00,0
4/9/2026, 3:17:02 PM,498.00,12.00,3.00,0
4/9/2026, 3:17:02 PM,498.00,0.05,3.00,0
4/9/2026, 3:17:02 PM,498.00,0.05,0.20,0
4/9/2026, 3:17:06 PM,455.00,0.05,0.20,0
4/9/2026, 3:17:06 PM,455.00,10.00,0.20,0
4/9/2026, 3:17:06 PM,455.00,10.00,2.00,0
4/9/2026, 3:17:12 PM,1600.00,10.00,2.00,0
4/9/2026, 3:17:12 PM,1600.00,13.00,2.00,0
4/9/2026, 3:17:12 PM,1600.00,13.00,3.00,0
4/9/2026, 3:17:16 PM,475.00,13.00,3.00,0
4/9/2026, 3:17:17 PM,475.00,10.00,3.00,0
4/9/2026, 3:17:17 PM,475.00,10.00,3.00,0
4/9/2026, 3:17:22 PM,400.00,10.00,3.00,0
4/9/2026, 3:17:22 PM,400.00,10.00,3.00,0
4/9/2026, 3:17:22 PM,400.00,10.00,2.00,0
4/9/2026, 3:17:27 PM,476.00,10.00,2.00,0
4/9/2026, 3:17:27 PM,476.00,11.00,2.00,0
4/9/2026, 3:17:27 PM,476.00,11.00,2.00,0
4/9/2026, 3:17:32 PM,461.00,11.00,2.00,0
4/9/2026, 3:17:32 PM,461.00,10.00,2.00,0
4/9/2026, 3:17:32 PM,461.00,10.00,3.00,0
4/9/2026, 3:17:36 PM,1600.00,10.00,3.00,0
4/9/2026, 3:17:36 PM,1600.00,12.00,3.00,0
4/9/2026, 3:17:36 PM,1600.00,12.00,2.00,0
4/9/2026, 3:17:42 PM,418.00,12.00,2.00,0
4/9/2026, 3:17:42 PM,418.00,0.05,2.00,0
4/9/2026, 3:17:42 PM,418.00,0.05,0.20,0
4/9/2026, 3:17:46 PM,463.00,0.05,0.20,0
4/9/2026, 3:17:46 PM,463.00,13.00,0.20,0
4/9/2026, 3:17:46 PM,463.00,13.00,2.00,0
4/9/2026, 3:17:52 PM,439.00,13.00,2.00,0
4/9/2026, 3:17:52 PM,439.00,12.00,2.00,0
4/9/2026, 3:17:52 PM,439.00,12.00,3.00,0
4/9/2026, 3:17:57 PM,478.00,12.00,3.00,0
4/9/2026, 3:17:57 PM,478.00,12.00,3.00,0
4/9/2026, 3:17:57 PM,478.00,12.00,3.00,0
4/9/2026, 4:13:45 PM,479.00,10.00,3.00,0
4/9/2026, 4:13:45 PM,479.00,10.00,3.00,0
4/9/2026, 4:13:45 PM,479.00,10.00,3.00,0
4/9/2026, 4:13:45 PM,479.00,10.00,3.00,0
4/9/2026, 4:13:45 PM,479.00,10.00,3.00,0
4/9/2026, 4:13:45 PM,420.00,10.00,3.00,0
4/9/2026, 4:13:45 PM,420.00,0.05,3.00,0
4/9/2026, 4:13:45 PM,420.00,0.05,0.20,0
4/9/2026, 4:13:45 PM,479.00,0.05,0.20,0
4/9/2026, 4:13:45 PM,479.00,0.05,0.20,0
4/9/2026, 4:13:45 PM,479.00,0.05,0.20,0
4/9/2026, 4:13:45 PM,479.00,0.05,0.20,0
4/9/2026, 4:13:45 PM,479.00,0.05,0.20,0
4/9/2026, 4:13:45 PM,472.00,0.05,0.20,0
4/9/2026, 4:13:45 PM,472.00,12.00,0.20,0
4/9/2026, 4:13:45 PM,472.00,12.00,2.00,0
4/9/2026, 4:13:45 PM,479.00,12.00,2.00,0
4/9/2026, 4:13:45 PM,479.00,12.00,2.00,0
4/9/2026, 4:13:45 PM,479.00,12.00,2.00,0
4/9/2026, 4:13:45 PM,479.00,12.00,2.00,0
4/9/2026, 4:13:45 PM,479.00,12.00,2.00,0
4/9/2026, 4:13:45 PM,426.00,12.00,2.00,0
4/9/2026, 4:13:45 PM,426.00,12.00,2.00,0
4/9/2026, 4:13:45 PM,426.00,12.00,2.00,0
4/9/2026, 4:13:45 PM,479.00,12.00,2.00,0
4/9/2026, 4:13:45 PM,479.00,12.00,2.00,0
4/9/2026, 4:13:45 PM,479.00,12.00,2.00,0
4/9/2026, 4:13:45 PM,479.00,12.00,2.00,0
4/9/2026, 4:13:45 PM,479.00,12.00,2.00,0
4/9/2026, 4:13:45 PM,1600.00,12.00,2.00,0
4/9/2026, 4:13:45 PM,1600.00,14.00,2.00,0
4/9/2026, 4:13:45 PM,1600.00,14.00,2.00,0
4/9/2026, 4:13:45 PM,479.00,14.00,2.00,0
4/9/2026, 4:13:45 PM,479.00,14.00,2.00,0
4/9/2026, 4:13:45 PM,479.00,14.00,2.00,0
4/9/2026, 4:14:09 PM,418.00,14.00,2.00,0
4/9/2026, 4:14:10 PM,418.00,13.00,2.00,0
4/9/2026, 4:14:10 PM,418.00,13.00,3.00,0
4/9/2026, 4:14:14 PM,497.00,13.00,3.00,0
4/9/2026, 4:14:15 PM,497.00,10.00,3.00,0
4/9/2026, 4:14:15 PM,497.00,10.00,2.00,0
4/9/2026, 4:14:20 PM,497.00,10.00,2.00,0
4/9/2026, 4:14:20 PM,497.00,11.00,2.00,0
4/9/2026, 4:14:20 PM,497.00,11.00,3.00,0
4/9/2026, 4:14:25 PM,433.00,11.00,3.00,0
4/9/2026, 4:14:25 PM,433.00,11.00,3.00,0
4/9/2026, 4:14:25 PM,433.00,11.00,3.00,0
4/9/2026, 4:14:29 PM,1600.00,11.00,3.00,0
4/9/2026, 4:14:30 PM,1600.00,14.00,3.00,0
4/9/2026, 4:14:30 PM,1600.00,14.00,2.00,0
4/9/2026, 4:14:34 PM,425.00,14.00,2.00,0
4/9/2026, 4:14:34 PM,425.00,14.00,2.00,0
4/9/2026, 4:14:34 PM,425.00,14.00,2.00,0
4/9/2026, 4:14:39 PM,423.00,14.00,2.00,0
4/9/2026, 4:14:40 PM,423.00,10.00,2.00,0
4/9/2026, 4:14:40 PM,423.00,10.00,3.00,0
4/9/2026, 4:15:03 PM,418.00,10.00,3.00,0
4/9/2026, 4:15:03 PM,418.00,13.00,3.00,0
4/9/2026, 4:15:03 PM,418.00,13.00,3.00,0
4/9/2026, 4:15:08 PM,497.00,13.00,3.00,0
4/9/2026, 4:15:08 PM,497.00,10.00,3.00,0
4/9/2026, 4:15:08 PM,497.00,10.00,2.00,0
4/9/2026, 4:15:13 PM,497.00,10.00,2.00,0
4/9/2026, 4:15:13 PM,497.00,11.00,2.00,0
4/9/2026, 4:15:13 PM,497.00,11.00,3.00,0
4/9/2026, 4:15:18 PM,433.00,11.00,3.00,0
4/9/2026, 4:15:18 PM,433.00,11.00,3.00,0
4/9/2026, 4:15:18 PM,433.00,11.00,3.00,0
4/9/2026, 4:15:23 PM,1600.00,11.00,3.00,0
4/9/2026, 4:15:23 PM,1600.00,14.00,3.00,0
4/9/2026, 4:15:23 PM,1600.00,14.00,2.00,0
4/9/2026, 4:15:28 PM,425.00,14.00,2.00,0
4/9/2026, 4:15:28 PM,425.00,14.00,2.00,0
4/9/2026, 4:15:28 PM,425.00,14.00,2.00,0
4/9/2026, 4:15:33 PM,423.00,14.00,2.00,0
4/9/2026, 4:15:33 PM,423.00,10.00,2.00,0
4/9/2026, 4:15:33 PM,423.00,10.00,3.00,0
4/9/2026, 4:15:38 PM,424.00,10.00,3.00,0
4/9/2026, 4:15:38 PM,424.00,0.05,3.00,0
4/9/2026, 4:15:38 PM,424.00,0.05,0.20,0
4/9/2026, 4:15:43 PM,492.00,0.05,0.20,0
4/9/2026, 4:15:43 PM,492.00,13.00,0.20,0
4/9/2026, 4:15:43 PM,492.00,13.00,2.00,0
4/9/2026, 4:15:48 PM,1600.00,13.00,2.00,0
4/9/2026, 4:15:48 PM,1600.00,13.00,2.00,0
4/9/2026, 4:15:48 PM,1600.00,13.00,3.00,0
4/9/2026, 4:15:53 PM,432.00,13.00,3.00,0
4/9/2026, 4:15:53 PM,432.00,13.00,3.00,0
4/9/2026, 4:15:53 PM,432.00,13.00,2.00,0
4/9/2026, 4:15:58 PM,458.00,13.00,2.00,0
4/9/2026, 4:15:58 PM,458.00,10.00,2.00,0
4/9/2026, 4:15:58 PM,458.00,10.00,2.00,0
4/9/2026, 4:16:03 PM,468.00,10.00,2.00,0
4/9/2026, 4:16:03 PM,468.00,12.00,2.00,0
4/9/2026, 4:16:03 PM,468.00,12.00,2.00,0
4/9/2026, 4:16:08 PM,454.00,12.00,2.00,0
4/9/2026, 4:16:08 PM,454.00,13.00,2.00,0
4/9/2026, 4:16:08 PM,454.00,13.00,2.00,0
4/9/2026, 4:16:13 PM,1600.00,13.00,2.00,0
4/9/2026, 4:16:13 PM,1600.00,14.00,2.00,0
4/9/2026, 4:16:13 PM,1600.00,14.00,2.00,0
4/9/2026, 4:16:18 PM,435.00,14.00,2.00,0
4/9/2026, 4:16:18 PM,435.00,0.05,2.00,0
4/9/2026, 4:16:18 PM,435.00,0.05,0.20,0
4/9/2026, 4:16:23 PM,453.00,0.05,0.20,0
4/9/2026, 4:16:23 PM,453.00,12.00,0.20,0
4/9/2026, 4:16:23 PM,453.00,12.00,2.00,0
4/9/2026, 4:35:16 PM,495.00,12.00,2.00,0
4/9/2026, 4:35:16 PM,495.00,13.00,2.00,0
4/9/2026, 4:35:16 PM,495.00,13.00,3.00,0
4/9/2026, 4:35:21 PM,406.00,13.00,3.00,0
4/9/2026, 4:35:21 PM,406.00,14.00,3.00,0
4/9/2026, 4:35:21 PM,406.00,14.00,3.00,0
4/9/2026, 4:35:26 PM,427.00,14.00,3.00,0
4/9/2026, 4:35:26 PM,427.00,10.00,3.00,0
4/9/2026, 4:35:26 PM,427.00,10.00,3.00,0
4/9/2026, 4:35:31 PM,481.00,10.00,3.00,0
4/9/2026, 4:35:31 PM,481.00,14.00,3.00,0
4/9/2026, 4:35:31 PM,481.00,14.00,2.00,0
4/9/2026, 4:35:36 PM,1600.00,14.00,2.00,0
4/9/2026, 4:35:36 PM,1600.00,10.00,2.00,0
4/9/2026, 4:35:36 PM,1600.00,10.00,3.00,0
4/9/2026, 4:35:41 PM,429.00,10.00,3.00,0
4/9/2026, 4:35:41 PM,429.00,13.00,3.00,0
4/9/2026, 4:35:41 PM,429.00,13.00,3.00,0
4/9/2026, 4:35:46 PM,491.00,13.00,3.00,0
4/9/2026, 4:35:46 PM,491.00,12.00,3.00,0
4/9/2026, 4:35:46 PM,491.00,12.00,3.00,0
4/9/2026, 4:35:51 PM,446.00,12.00,3.00,0
4/9/2026, 4:35:51 PM,446.00,0.05,3.00,0
4/9/2026, 4:35:51 PM,446.00,0.05,0.20,0
4/9/2026, 4:35:56 PM,448.00,0.05,0.20,0
4/9/2026, 4:35:56 PM,448.00,14.00,0.20,0
4/9/2026, 4:35:56 PM,448.00,14.00,2.00,0
4/9/2026, 4:36:01 PM,1600.00,14.00,2.00,0
4/9/2026, 4:36:01 PM,1600.00,10.00,2.00,0
4/9/2026, 4:36:01 PM,1600.00,10.00,2.00,0
4/9/2026, 4:36:06 PM,465.00,10.00,2.00,0
4/9/2026, 4:36:06 PM,465.00,11.00,2.00,0
4/9/2026, 4:36:06 PM,465.00,11.00,3.00,0
4/9/2026, 4:36:11 PM,488.00,11.00,3.00,0
4/9/2026, 4:36:11 PM,488.00,12.00,3.00,0
4/9/2026, 4:36:11 PM,488.00,12.00,3.00,0
4/9/2026, 4:36:16 PM,447.00,12.00,3.00,0
4/9/2026, 4:36:16 PM,447.00,13.00,3.00,0
4/9/2026, 4:36:16 PM,447.00,13.00,2.00,0
4/9/2026, 4:36:21 PM,457.00,13.00,2.00,0
4/9/2026, 4:36:21 PM,457.00,13.00,2.00,0
4/9/2026, 4:36:21 PM,457.00,13.00,3.00,0
4/9/2026, 4:36:26 PM,1600.00,13.00,3.00,0
4/9/2026, 4:36:26 PM,1600.00,13.00,3.00,0
4/9/2026, 4:36:26 PM,1600.00,13.00,2.00,0
